date,location,latitude,longitude,temperature_c,humidity_pct,rainfall_mm,weather_condition,is_rainy,heavy_rain_flag,high_humidity_flag,weather_risk
2026-03-13,Tirunelveli,8.71,77.76,32.44,67.39,3.73,Light Rain,1,0,0,Moderate
2026-03-13,Trichy,10.79,78.7,28.68,62.86,4.68,Light Rain,1,0,0,Moderate
2026-03-13,Vellore,12.92,79.13,30.35,81.9,5.92,Light Rain,1,0,1,Moderate
2026-03-14,Chennai,13.08,80.27,24.98,58.1,2.65,Light Rain,1,0,0,Moderate
2026-03-14,Coimbatore,11.02,76.96,29.72,67.5,29.98,Heavy Rain,1,1,0,High
2026-03-14,Erode,11.34,77.72,28.6,59.66,8.51,Rain,1,0,0,Moderate
2026-03-14,Madurai,9.93,78.12,27.86,59.07,1.32,Clear,1,0,0,Moderate
2026-03-14,Salem,11.66,78.15,26.54,61.49,5.0,Light Rain,1,0,0,Moderate
2026-03-14,Tirunelveli,8.71,77.76,29.02,64.24,5.17,Light Rain,1,0,0,Moderate
2026-03-14,Trichy,10.79,78.7,27.43,74.23,1.96,Clear,1,0,0,Moderate
2026-03-14,Vellore,12.92,79.13,24.68,92.89,2.04,Light Rain,1,0,1,Moderate
2026-03-15,Chennai,13.08,80.27,29.27,65.45,3.16,Light Rain,1,0,0,Moderate
2026-03-15,Coimbatore,11.02,76.96,24.41,89.16,7.45,Light Rain,1,0,1,Moderate
2026-03-15,Erode,11.34,77.72,28.33,76.29,4.02,Light Rain,1,0,0,Moderate
2026-03-15,Madurai,9.93,78.12,34.06,56.74,32.84,Heavy Rain,1,1,0,High
2026-03-15,Salem,11.66,78.15,31.4,47.46,8.7,Rain,1,0,0,Moderate
2026-03-15,Tirunelveli,8.71,77.76,29.38,81.72,9.34,Rain,1,0,1,Moderate
2026-03-15,Trichy,10.79,78.7,25.95,57.73,9.11,Rain,1,0,0,Moderate
2026-03-15,Vellore,12.92,79.13,30.35,76.94,3.87,Light Rain,1,0,0,Moderate
2026-03-16,Chennai,13.08,80.27,28.62,79.72,0.81,Clear,1,0,0,Moderate
2026-03-16,Coimbatore,11.02,76.96,32.55,54.4,6.13,Light Rain,1,0,0,Moderate
2026-03-16,Erode,11.34,77.72,26.91,46.56,13.77,Rain,1,0,0,Moderate
2026-03-16,Madurai,9.93,78.12,30.83,72.04,4.82,Light Rain,1,0,0,Moderate
2026-03-16,Salem,11.66,78.15,25.69,67.93,2.08,Light Rain,1,0,0,Moderate
2026-03-16,Tirunelveli,8.71,77.76,26.87,56.99,6.08,Light Rain,1,0,0,Moderate
2026-03-16,Trichy,10.79,78.7,27.2,81.02,7.86,Light Rain,1,0,1,Moderate
2026-03-16,Vellore,12.92,79.13,27.98,57.94,5.94,Light Rain,1,0,0,Moderate
2026-03-17,Chennai,13.08,80.27,26.22,76.32,7.35,Light Rain,1,0,0,Moderate
2026-03-17,Coimbatore,11.02,76.96,28.26,58.11,0.38,Clear,1,0,0,Moderate
2026-03-17,Erode,11.34,77.72,34.24,63.49,3.3,Light Rain,1,0,0,Moderate
2026-03-17,Madurai,9.93,78.12,27.87,75.85,2.06,Light Rain,1,0,0,Moderate
2026-03-17,Salem,11.66,78.15,29.19,66.16,7.47,Light Rain,1,0,0,Moderate
2026-03-17,Tirunelveli,8.71,77.76,24.82,61.8,14.06,Rain,1,0,0,Moderate
2026-03-17,Trichy,10.79,78.7,26.01,58.34,8.46,Rain,1,0,0,Moderate
2026-03-17,Vellore,12.92,79.13,29.46,58.85,5.38,Light Rain,1,0,0,Moderate
2026-03-18,Chennai,13.08,80.27,29.39,91.97,3.17,Light Rain,1,0,1,Moderate
2026-03-18,Coimbatore,11.02,76.96,31.82,63.39,2.27,Light Rain,1,0,0,Moderate
2026-03-18,Erode,11.34,77.72,27.87,66.78,11.65,Rain,1,0,0,Moderate
2026-03-18,Madurai,9.93,78.12,29.75,66.85,9.57,Rain,1,0,0,Moderate
2026-03-18,Salem,11.66,78.15,27.78,72.22,13.96,Rain,1,0,0,Moderate
2026-03-18,Tirunelveli,8.71,77.76,27.85,50.41,4.24,Light Rain,1,0,0,Moderate
2026-03-18,Trichy,10.79,78.7,34.1,67.6,13.13,Rain,1,0,0,Moderate
2026-03-18,Vellore,12.92,79.13,31.95,81.26,7.39,Light Rain,1,0,1,Moderate
2026-03-19,Chennai,13.08,80.27,24.76,62.34,2.08,Light Rain,1,0,0,Moderate
2026-03-19,Coimbatore,11.02,76.96,31.58,76.29,1.89,Clear,1,0,0,Moderate
2026-03-19,Erode,11.34,77.72,31.06,58.18,7.22,Light Rain,1,0,0,Moderate
2026-03-19,Madurai,9.93,78.12,29.99,56.35,0.05,Clear,1,0,0,Moderate
2026-03-19,Salem,11.66,78.15,28.26,61.26,8.29,Rain,1,0,0,Moderate
2026-03-19,Tirunelveli,8.71,77.76,30.07,80.54,15.11,Rain,1,0,1,Moderate
2026-03-19,Trichy,10.79,78.7,30.37,87.4,2.47,Light Rain,1,0,1,Moderate
2026-03-19,Vellore,12.92,79.13,26.57,56.56,11.7,Rain,1,0,0,Moderate
2026-03-20,Chennai,13.08,80.27,28.55,79.98,3.04,Light Rain,1,0,0,Moderate
2026-03-20,Coimbatore,11.02,76.96,26.72,65.42,10.9,Rain,1,0,0,Moderate
2026-03-20,Erode,11.34,77.72,30.79,69.38,17.77,Rain,1,0,0,Moderate
2026-03-20,Madurai,9.93,78.12,29.48,56.86,1.01,Clear,1,0,0,Moderate
2026-03-20,Salem,11.66,78.15,29.17,66.16,1.24,Clear,1,0,0,Moderate
2026-03-20,Tirunelveli,8.71,77.76,31.45,90.93,0.9,Cloudy,1,0,1,Moderate
2026-03-20,Trichy,10.79,78.7,24.77,55.18,6.52,Light Rain,1,0,0,Moderate
2026-03-20,Vellore,12.92,79.13,26.37,74.06,3.48,Light Rain,1,0,0,Moderate
2026-03-21,Chennai,13.08,80.27,25.36,80.26,5.49,Light Rain,1,0,1,Moderate
2026-03-21,Coimbatore,11.02,76.96,26.92,67.51,2.0,Light Rain,1,0,0,Moderate
2026-03-21,Erode,11.34,77.72,31.28,55.2,5.93,Light Rain,1,0,0,Moderate
2026-03-21,Madurai,9.93,78.12,27.31,62.5,2.98,Light Rain,1,0,0,Moderate
2026-03-21,Salem,11.66,78.15,26.97,58.97,11.35,Rain,1,0,0,Moderate
2026-03-21,Tirunelveli,8.71,77.76,29.98,83.21,1.05,Cloudy,1,0,1,Moderate
2026-03-21,Trichy,10.79,78.7,33.13,79.92,4.18,Light Rain,1,0,0,Moderate
2026-03-21,Vellore,12.92,79.13,36.53,86.67,7.25,Light Rain,1,0,1,Moderate
2026-03-22,Chennai,13.08,80.27,31.34,69.27,16.3,Rain,1,0,0,Moderate
2026-03-22,Coimbatore,11.02,76.96,24.88,48.18,1.63,Clear,1,0,0,Moderate
2026-03-22,Erode,11.34,77.72,27.65,61.44,2.85,Light Rain,1,0,0,Moderate
2026-03-22,Madurai,9.93,78.12,30.52,44.81,14.78,Rain,1,0,0,Moderate
2026-03-22,Salem,11.66,78.15,29.49,69.43,3.73,Light Rain,1,0,0,Moderate
2026-03-22,Tirunelveli,8.71,77.76,28.09,71.61,7.61,Light Rain,1,0,0,Moderate
2026-03-22,Trichy,10.79,78.7,31.82,65.09,1.42,Clear,1,0,0,Moderate
2026-03-22,Vellore,12.92,79.13,31.52,61.4,4.81,Light Rain,1,0,0,Moderate
2026-03-23,Chennai,13.08,80.27,24.49,79.87,7.64,Light Rain,1,0,0,Moderate
2026-03-23,Coimbatore,11.02,76.96,28.35,60.04,8.14,Rain,1,0,0,Moderate
2026-03-23,Erode,11.34,77.72,27.6,61.56,9.76,Rain,1,0,0,Moderate
2026-03-23,Madurai,9.93,78.12,31.86,76.02,1.66,Clear,1,0,0,Moderate
2026-03-23,Salem,11.66,78.15,30.87,75.12,26.22,Heavy Rain,1,1,0,High
2026-03-23,Tirunelveli,8.71,77.76,28.36,88.96,1.48,Cloudy,1,0,1,Moderate
2026-03-23,Trichy,10.79,78.7,24.59,60.86,9.69,Rain,1,0,0,Moderate
2026-03-23,Vellore,12.92,79.13,27.3,65.84,1.13,Clear,1,0,0,Moderate
2026-03-24,Chennai,13.08,80.27,30.98,79.0,5.68,Light Rain,1,0,0,Moderate
2026-03-24,Coimbatore,11.02,76.96,33.56,72.7,4.45,Light Rain,1,0,0,Moderate
2026-03-24,Erode,11.34,77.72,33.36,51.64,5.5,Light Rain,1,0,0,Moderate
2026-03-24,Madurai,9.93,78.12,27.56,36.87,13.07,Rain,1,0,0,Moderate
2026-03-24,Salem,11.66,78.15,32.74,70.04,11.87,Rain,1,0,0,Moderate
2026-03-24,Tirunelveli,8.71,77.76,33.69,73.38,2.23,Light Rain,1,0,0,Moderate
2026-03-24,Trichy,10.79,78.7,32.25,51.58,7.27,Light Rain,1,0,0,Moderate
2026-03-24,Vellore,12.92,79.13,28.62,69.84,4.24,Light Rain,1,0,0,Moderate
2026-03-25,Chennai,13.08,80.27,30.25,80.44,11.85,Rain,1,0,1,Moderate
2026-03-25,Coimbatore,11.02,76.96,30.62,70.36,14.63,Rain,1,0,0,Moderate
2026-03-25,Erode,11.34,77.72,33.24,71.57,0.82,Clear,1,0,0,Moderate
2026-03-25,Madurai,9.93,78.12,25.01,50.05,2.74,Light Rain,1,0,0,Moderate
2026-03-25,Salem,11.66,78.15,21.54,45.05,4.14,Light Rain,1,0,0,Moderate
2026-03-25,Tirunelveli,8.71,77.76,30.15,68.76,5.06,Light Rain,1,0,0,Moderate
2026-03-25,Trichy,10.79,78.7,27.61,64.24,1.94,Clear,1,0,0,Moderate
2026-03-25,Vellore,12.92,79.13,30.07,79.32,2.96,Light Rain,1,0,0,Moderate
2026-03-26,Chennai,13.08,80.27,25.64,66.0,12.89,Rain,1,0,0,Moderate
2026-03-26,Coimbatore,11.02,76.96,28.93,81.83,0.21,Cloudy,1,0,1,Moderate
2026-03-26,Erode,11.34,77.72,31.06,77.38,5.6,Light Rain,1,0,0,Moderate
2026-03-26,Madurai,9.93,78.12,30.98,75.64,5.89,Light Rain,1,0,0,Moderate
2026-03-26,Salem,11.66,78.15,28.08,72.66,7.37,Light Rain,1,0,0,Moderate
2026-03-26,Tirunelveli,8.71,77.76,32.06,80.57,7.07,Light Rain,1,0,1,Moderate
2026-03-26,Trichy,10.79,78.7,29.51,43.36,8.06,Rain,1,0,0,Moderate
2026-03-26,Vellore,12.92,79.13,27.74,70.71,3.11,Light Rain,1,0,0,Moderate
2026-03-27,Chennai,13.08,80.27,27.75,67.99,4.47,Light Rain,1,0,0,Moderate
2026-03-27,Coimbatore,11.02,76.96,27.36,65.48,8.72,Rain,1,0,0,Moderate
2026-03-27,Erode,11.34,77.72,32.82,93.06,12.09,Rain,1,0,1,Moderate
2026-03-27,Madurai,9.93,78.12,21.41,46.42,4.65,Light Rain,1,0,0,Moderate
2026-03-27,Salem,11.66,78.15,25.28,50.63,3.13,Light Rain,1,0,0,Moderate
2026-03-27,Tirunelveli,8.71,77.76,25.61,86.98,4.4,Light Rain,1,0,1,Moderate
2026-03-27,Trichy,10.79,78.7,29.44,48.0,0.28,Clear,1,0,0,Moderate
2026-03-27,Vellore,12.92,79.13,27.08,61.67,1.45,Clear,1,0,0,Moderate
2026-03-28,Chennai,13.08,80.27,31.88,60.69,6.93,Light Rain,1,0,0,Moderate
2026-03-28,Coimbatore,11.02,76.96,30.93,72.57,8.02,Rain,1,0,0,Moderate
2026-03-28,Erode,11.34,77.72,31.19,68.2,9.59,Rain,1,0,0,Moderate
2026-03-28,Madurai,9.93,78.12,21.45,78.24,0.63,Clear,1,0,0,Moderate
2026-03-28,Salem,11.66,78.15,29.3,73.09,3.07,Light Rain,1,0,0,Moderate
2026-03-28,Tirunelveli,8.71,77.76,29.02,71.23,2.06,Light Rain,1,0,0,Moderate
2026-03-28,Trichy,10.79,78.7,27.87,74.19,0.38,Clear,1,0,0,Moderate
2026-03-28,Vellore,12.92,79.13,24.38,55.94,9.91,Rain,1,0,0,Moderate
2026-03-29,Chennai,13.08,80.27,32.29,69.47,4.91,Light Rain,1,0,0,Moderate
2026-03-29,Coimbatore,11.02,76.96,25.81,84.14,10.91,Rain,1,0,1,Moderate
2026-03-29,Erode,11.34,77.72,28.43,65.92,4.2,Light Rain,1,0,0,Moderate
2026-03-29,Madurai,9.93,78.12,31.42,78.25,3.74,Light Rain,1,0,0,Moderate
2026-03-29,Salem,11.66,78.15,31.91,65.8,0.4,Clear,1,0,0,Moderate
2026-03-29,Tirunelveli,8.71,77.76,25.93,83.27,17.0,Rain,1,0,1,Moderate
2026-03-29,Trichy,10.79,78.7,31.34,65.8,2.23,Light Rain,1,0,0,Moderate
2026-03-29,Vellore,12.92,79.13,24.38,58.93,3.33,Light Rain,1,0,0,Moderate
2026-03-30,Chennai,13.08,80.27,28.32,61.86,4.14,Light Rain,1,0,0,Moderate
2026-03-30,Coimbatore,11.02,76.96,27.65,67.41,2.06,Light Rain,1,0,0,Moderate
2026-03-30,Erode,11.34,77.72,25.98,59.92,1.65,Clear,1,0,0,Moderate
2026-03-30,Madurai,9.93,78.12,27.29,88.83,0.87,Cloudy,1,0,1,Moderate
2026-03-30,Salem,11.66,78.15,30.92,62.01,2.73,Light Rain,1,0,0,Moderate
2026-03-30,Tirunelveli,8.71,77.76,27.3,54.05,12.02,Rain,1,0,0,Moderate
2026-03-30,Trichy,10.79,78.7,25.1,49.21,1.2,Clear,1,0,0,Moderate
2026-03-30,Vellore,12.92,79.13,31.0,80.48,2.27,Light Rain,1,0,1,Moderate
2026-03-31,Chennai,13.08,80.27,31.46,69.61,0.14,Clear,1,0,0,Moderate
2026-03-31,Coimbatore,11.02,76.96,31.51,75.24,3.78,Light Rain,1,0,0,Moderate
2026-03-31,Erode,11.34,77.72,30.51,96.61,13.77,Rain,1,0,1,Moderate
2026-03-31,Madurai,9.93,78.12,27.83,85.74,7.08,Light Rain,1,0,1,Moderate
2026-03-31,Salem,11.66,78.15,31.97,71.74,5.5,Light Rain,1,0,0,Moderate
2026-03-31,Tirunelveli,8.71,77.76,31.48,100.0,0.14,Cloudy,1,0,1,Moderate
2026-03-31,Trichy,10.79,78.7,36.59,57.17,3.35,Light Rain,1,0,0,Moderate
2026-03-31,Vellore,12.92,79.13,29.47,65.6,0.18,Clear,1,0,0,Moderate
2026-04-01,Chennai,13.08,80.27,29.72,60.6,9.99,Rain,1,0,0,Moderate
2026-04-01,Coimbatore,11.02,76.96,34.16,54.94,5.62,Light Rain,1,0,0,Moderate
2026-04-01,Erode,11.34,77.72,34.23,53.99,1.9,Clear,1,0,0,Moderate
2026-04-01,Madurai,9.93,78.12,30.3,49.59,2.69,Light Rain,1,0,0,Moderate
2026-04-01,Salem,11.66,78.15,28.41,38.28,6.4,Light Rain,1,0,0,Moderate
2026-04-01,Tirunelveli,8.71,77.76,31.77,67.28,2.81,Light Rain,1,0,0,Moderate
2026-04-01,Trichy,10.79,78.7,34.1,42.07,5.87,Light Rain,1,0,0,Moderate
2026-04-01,Vellore,12.92,79.13,33.73,78.17,4.69,Light Rain,1,0,0,Moderate
2026-04-02,Chennai,13.08,80.27,35.55,61.32,1.6,Clear,1,0,0,Moderate
2026-04-02,Coimbatore,11.02,76.96,34.51,61.91,4.67,Light Rain,1,0,0,Moderate
2026-04-02,Erode,11.34,77.72,35.36,43.8,5.13,Light Rain,1,0,0,Moderate
2026-04-02,Madurai,9.93,78.12,32.1,46.51,8.71,Rain,1,0,0,Moderate
2026-04-02,Salem,11.66,78.15,30.65,52.86,3.32,Light Rain,1,0,0,Moderate
2026-04-02,Tirunelveli,8.71,77.76,27.68,67.1,1.57,Clear,1,0,0,Moderate
2026-04-02,Trichy,10.79,78.7,32.68,53.28,0.39,Clear,1,0,0,Moderate
2026-04-02,Vellore,12.92,79.13,36.56,51.72,0.26,Clear,1,0,0,Moderate
2026-04-03,Chennai,13.08,80.27,33.31,76.91,7.27,Light Rain,1,0,0,Moderate
2026-04-03,Coimbatore,11.02,76.96,32.2,65.18,3.8,Light Rain,1,0,0,Moderate
2026-04-03,Erode,11.34,77.72,34.91,55.36,7.7,Light Rain,1,0,0,Moderate
2026-04-03,Madurai,9.93,78.12,33.52,49.49,2.2,Light Rain,1,0,0,Moderate
2026-04-03,Salem,11.66,78.15,29.14,63.69,4.24,Light Rain,1,0,0,Moderate
2026-04-03,Tirunelveli,8.71,77.76,34.84,58.37,10.5,Rain,1,0,0,Moderate
2026-04-03,Trichy,10.79,78.7,30.69,67.73,9.15,Rain,1,0,0,Moderate
2026-04-03,Vellore,12.92,79.13,24.37,58.09,1.77,Clear,1,0,0,Moderate
2026-04-04,Chennai,13.08,80.27,37.34,55.04,9.95,Rain,1,0,0,Moderate
2026-04-04,Coimbatore,11.02,76.96,32.34,46.47,4.07,Light Rain,1,0,0,Moderate
2026-04-04,Erode,11.34,77.72,34.55,70.17,0.25,Clear,1,0,0,Moderate
2026-04-04,Madurai,9.93,78.12,30.16,84.75,12.35,Rain,1,0,1,Moderate
2026-04-04,Salem,11.66,78.15,27.84,53.98,2.46,Light Rain,1,0,0,Moderate
2026-04-04,Tirunelveli,8.71,77.76,34.68,74.2,1.57,Clear,1,0,0,Moderate
2026-04-04,Trichy,10.79,78.7,31.79,76.04,0.2,Clear,1,0,0,Moderate
2026-04-04,Vellore,12.92,79.13,31.81,64.31,2.46,Light Rain,1,0,0,Moderate
2026-04-05,Chennai,13.08,80.27,30.6,67.93,3.31,Light Rain,1,0,0,Moderate
2026-04-05,Coimbatore,11.02,76.96,32.37,67.47,3.29,Light Rain,1,0,0,Moderate
2026-04-05,Erode,11.34,77.72,29.38,73.08,4.16,Light Rain,1,0,0,Moderate
2026-04-05,Madurai,9.93,78.12,33.16,74.72,1.36,Clear,1,0,0,Moderate
2026-04-05,Salem,11.66,78.15,33.31,53.17,1.55,Clear,1,0,0,Moderate
2026-04-05,Tirunelveli,8.71,77.76,32.5,71.61,1.83,Clear,1,0,0,Moderate
2026-04-05,Trichy,10.79,78.7,30.14,32.54,0.1,Clear,1,0,0,Moderate
2026-04-05,Vellore,12.92,79.13,29.58,68.64,5.4,Light Rain,1,0,0,Moderate
2026-04-06,Chennai,13.08,80.27,31.37,54.09,3.22,Light Rain,1,0,0,Moderate
2026-04-06,Coimbatore,11.02,76.96,35.3,62.03,9.68,Rain,1,0,0,Moderate
2026-04-06,Erode,11.34,77.72,34.94,59.55,10.46,Rain,1,0,0,Moderate
2026-04-06,Madurai,9.93,78.12,27.95,67.68,4.14,Light Rain,1,0,0,Moderate
2026-04-06,Salem,11.66,78.15,33.18,90.51,1.41,Cloudy,1,0,1,Moderate
2026-04-06,Tirunelveli,8.71,77.76,30.62,63.59,0.72,Clear,1,0,0,Moderate
2026-04-06,Trichy,10.79,78.7,33.7,72.89,0.47,Clear,1,0,0,Moderate
2026-04-06,Vellore,12.92,79.13,29.62,44.43,1.98,Clear,1,0,0,Moderate
2026-04-07,Chennai,13.08,80.27,38.16,56.72,0.36,Clear,1,0,0,Moderate
2026-04-07,Coimbatore,11.02,76.96,31.72,74.45,5.74,Light Rain,1,0,0,Moderate
2026-04-07,Erode,11.34,77.72,36.96,83.02,3.04,Light Rain,1,0,1,Moderate
2026-04-07,Madurai,9.93,78.12,32.97,51.92,2.95,Light Rain,1,0,0,Moderate
2026-04-07,Salem,11.66,78.15,34.61,73.56,0.98,Clear,1,0,0,Moderate
2026-04-07,Tirunelveli,8.71,77.76,34.92,54.16,2.17,Light Rain,1,0,0,Moderate
2026-04-07,Trichy,10.79,78.7,31.09,44.43,1.36,Clear,1,0,0,Moderate
2026-04-07,Vellore,12.92,79.13,32.17,43.4,1.07,Clear,1,0,0,Moderate
2026-04-08,Chennai,13.08,80.27,34.27,38.52,12.12,Rain,1,0,0,Moderate
2026-04-08,Coimbatore,11.02,76.96,35.03,69.72,3.75,Light Rain,1,0,0,Moderate
2026-04-08,Erode,11.34,77.72,33.95,73.39,2.18,Light Rain,1,0,0,Moderate
2026-04-08,Madurai,9.93,78.12,32.0,44.76,1.67,Clear,1,0,0,Moderate
2026-04-08,Salem,11.66,78.15,30.96,65.95,0.88,Clear,1,0,0,Moderate
2026-04-08,Tirunelveli,8.71,77.76,38.88,70.15,4.11,Light Rain,1,0,0,Moderate
2026-04-08,Trichy,10.79,78.7,39.97,43.34,1.42,Clear,1,0,0,Moderate
2026-04-08,Vellore,12.92,79.13,35.98,50.92,2.71,Light Rain,1,0,0,Moderate
2026-04-09,Chennai,13.08,80.27,35.06,68.42,8.54,Rain,1,0,0,Moderate
2026-04-09,Coimbatore,11.02,76.96,32.6,52.96,7.08,Light Rain,1,0,0,Moderate
2026-04-09,Erode,11.34,77.72,29.29,81.77,2.48,Light Rain,1,0,1,Moderate
2026-04-09,Madurai,9.93,78.12,39.02,69.78,1.5,Clear,1,0,0,Moderate
2026-04-09,Salem,11.66,78.15,33.29,57.93,1.61,Clear,1,0,0,Moderate
2026-04-09,Tirunelveli,8.71,77.76,35.66,50.75,0.84,Clear,1,0,0,Moderate
2026-04-09,Trichy,10.79,78.7,31.02,71.44,2.36,Light Rain,1,0,0,Moderate
2026-04-09,Vellore,12.92,79.13,34.54,68.06,3.19,Light Rain,1,0,0,Moderate
2026-04-10,Chennai,13.08,80.27,36.68,48.52,9.76,Rain,1,0,0,Moderate
2026-04-10,Coimbatore,11.02,76.96,35.57,43.23,3.22,Light Rain,1,0,0,Moderate
2026-04-10,Erode,11.34,77.72,37.6,55.18,0.51,Clear,1,0,0,Moderate
2026-04-10,Madurai,9.93,78.12,31.33,44.98,1.2,Clear,1,0,0,Moderate
2026-04-10,Salem,11.66,78.15,34.33,81.31,14.13,Rain,1,0,1,Moderate
2026-04-10,Tirunelveli,8.71,77.76,39.64,51.56,3.05,Light Rain,1,0,0,Moderate
2026-04-10,Trichy,10.79,78.7,32.04,49.49,0.83,Clear,1,0,0,Moderate
2026-04-10,Vellore,12.92,79.13,36.79,70.36,7.1,Light Rain,1,0,0,Moderate
2026-04-11,Chennai,13.08,80.27,28.96,63.78,4.85,Light Rain,1,0,0,Moderate
2026-04-11,Coimbatore,11.02,76.96,35.68,92.72,1.9,Cloudy,1,0,1,Moderate
2026-04-11,Erode,11.34,77.72,32.76,60.47,2.18,Light Rain,1,0,0,Moderate
2026-04-11,Madurai,9.93,78.12,31.51,48.98,1.48,Clear,1,0,0,Moderate
2026-04-11,Salem,11.66,78.15,31.67,55.69,0.89,Clear,1,0,0,Moderate
2026-04-11,Tirunelveli,8.71,77.76,36.88,49.21,1.22,Clear,1,0,0,Moderate
2026-04-11,Trichy,10.79,78.7,28.72,49.33,0.46,Clear,1,0,0,Moderate
2026-04-11,Vellore,12.92,79.13,31.49,52.74,0.31,Clear,1,0,0,Moderate
2026-04-12,Chennai,13.08,80.27,36.13,64.83,5.86,Light Rain,1,0,0,Moderate
2026-04-12,Coimbatore,11.02,76.96,36.07,42.47,6.43,Light Rain,1,0,0,Moderate
2026-04-12,Erode,11.34,77.72,31.6,55.19,6.1,Light Rain,1,0,0,Moderate
2026-04-12,Madurai,9.93,78.12,35.65,52.63,1.19,Clear,1,0,0,Moderate
2026-04-12,Salem,11.66,78.15,28.82,84.16,6.88,Light Rain,1,0,1,Moderate
2026-04-12,Tirunelveli,8.71,77.76,38.48,54.48,4.07,Light Rain,1,0,0,Moderate
2026-04-12,Trichy,10.79,78.7,36.5,63.7,0.41,Clear,1,0,0,Moderate
2026-04-12,Vellore,12.92,79.13,34.43,80.71,7.03,Light Rain,1,0,1,Moderate
2026-04-13,Chennai,13.08,80.27,32.97,57.4,0.84,Clear,1,0,0,Moderate
2026-04-13,Coimbatore,11.02,76.96,32.05,60.88,1.85,Clear,1,0,0,Moderate
2026-04-13,Erode,11.34,77.72,32.14,56.4,0.53,Clear,1,0,0,Moderate
2026-04-13,Madurai,9.93,78.12,28.37,49.57,5.7,Light Rain,1,0,0,Moderate
2026-04-13,Salem,11.66,78.15,31.08,73.58,5.05,Light Rain,1,0,0,Moderate
2026-04-13,Tirunelveli,8.71,77.76,33.04,60.4,1.09,Clear,1,0,0,Moderate
2026-04-13,Trichy,10.79,78.7,31.88,62.62,6.2,Light Rain,1,0,0,Moderate
2026-04-13,Vellore,12.92,79.13,31.76,75.84,0.53,Clear,1,0,0,Moderate
2026-04-14,Chennai,13.08,80.27,37.03,61.99,0.49,Clear,1,0,0,Moderate
2026-04-14,Coimbatore,11.02,76.96,33.72,86.68,3.74,Light Rain,1,0,1,Moderate
2026-04-14,Erode,11.34,77.72,30.29,35.1,9.44,Rain,1,0,0,Moderate
2026-04-14,Madurai,9.93,78.12,34.92,65.44,9.37,Rain,1,0,0,Moderate
2026-04-14,Salem,11.66,78.15,35.05,47.23,7.5,Light Rain,1,0,0,Moderate
2026-04-14,Tirunelveli,8.71,77.76,35.59,74.84,0.6,Clear,1,0,0,Moderate
2026-04-14,Trichy,10.79,78.7,32.76,68.48,2.11,Light Rain,1,0,0,Moderate
2026-04-14,Vellore,12.92,79.13,33.37,61.34,6.21,Light Rain,1,0,0,Moderate
2026-04-15,Chennai,13.08,80.27,36.81,56.28,0.56,Clear,1,0,0,Moderate
2026-04-15,Coimbatore,11.02,76.96,32.16,66.3,4.36,Light Rain,1,0,0,Moderate
2026-04-15,Erode,11.34,77.72,33.01,54.42,2.72,Light Rain,1,0,0,Moderate
2026-04-15,Madurai,9.93,78.12,29.85,76.73,7.37,Light Rain,1,0,0,Moderate
2026-04-15,Salem,11.66,78.15,36.4,49.66,5.09,Light Rain,1,0,0,Moderate
2026-04-15,Tirunelveli,8.71,77.76,34.97,67.45,1.9,Clear,1,0,0,Moderate
2026-04-15,Trichy,10.79,78.7,30.8,44.7,3.11,Light Rain,1,0,0,Moderate
2026-04-15,Vellore,12.92,79.13,33.66,82.42,0.64,Cloudy,1,0,1,Moderate
2026-04-16,Chennai,13.08,80.27,36.37,50.78,3.63,Light Rain,1,0,0,Moderate
2026-04-16,Coimbatore,11.02,76.96,34.19,61.82,1.77,Clear,1,0,0,Moderate
2026-04-16,Erode,11.34,77.72,31.84,55.39,2.48,Light Rain,1,0,0,Moderate
2026-04-16,Madurai,9.93,78.12,32.89,30.0,7.88,Light Rain,1,0,0,Moderate
2026-04-16,Salem,11.66,78.15,35.86,43.02,4.38,Light Rain,1,0,0,Moderate
2026-04-16,Tirunelveli,8.71,77.76,33.37,51.05,1.51,Clear,1,0,0,Moderate
2026-04-16,Trichy,10.79,78.7,34.94,52.04,0.85,Clear,1,0,0,Moderate
2026-04-16,Vellore,12.92,79.13,31.68,45.17,2.29,Light Rain,1,0,0,Moderate
2026-04-17,Chennai,13.08,80.27,34.63,62.84,1.35,Clear,1,0,0,Moderate
2026-04-17,Coimbatore,11.02,76.96,36.7,69.27,0.13,Clear,1,0,0,Moderate
2026-04-17,Erode,11.34,77.72,30.67,83.49,3.06,Light Rain,1,0,1,Moderate
2026-04-17,Madurai,9.93,78.12,32.27,77.44,5.21,Light Rain,1,0,0,Moderate
2026-04-17,Salem,11.66,78.15,40.63,79.57,3.89,Light Rain,1,0,0,Moderate
2026-04-17,Tirunelveli,8.71,77.76,32.33,64.73,3.28,Light Rain,1,0,0,Moderate
2026-04-17,Trichy,10.79,78.7,30.54,61.24,0.38,Clear,1,0,0,Moderate
2026-04-17,Vellore,12.92,79.13,34.14,32.88,4.93,Light Rain,1,0,0,Moderate
2026-04-18,Chennai,13.08,80.27,32.14,45.6,0.92,Clear,1,0,0,Moderate
2026-04-18,Coimbatore,11.02,76.96,31.36,66.22,2.11,Light Rain,1,0,0,Moderate
2026-04-18,Erode,11.34,77.72,37.47,47.74,0.34,Clear,1,0,0,Moderate
2026-04-18,Madurai,9.93,78.12,33.56,57.19,0.81,Clear,1,0,0,Moderate
