order_id,customer_id,warehouse_id,driver_id,vehicle_id,order_date,region,order_status,delivery_status,order_value,delivery_distance_km,promised_delivery_time_min,actual_delivery_time_min,delivery_delay_min,is_delayed,delivery_per_km_value,order_day_of_week,order_month,order_day,is_weekend,distance_bucket,order_value_bucket,temperature_c,humidity_pct,rainfall_mm,weather_condition,is_rainy,heavy_rain_flag,high_humidity_flag,weather_risk,delay_ratio,delivery_efficiency,delivery_risk,weather_delay_risk
ORD004798,CUST0331,WH009,DRV0190,VEH0107,2026-05-20,Madurai,Processing,Delivered,271.2,10.32,46.22,50.55,4.33,1,26.28,Wednesday,5,20,0,Medium,Medium,32.38,65.24,1.05,Clear,1,0,0,Moderate,0.094,0.914,Medium,2
ORD004877,CUST0776,WH010,DRV0089,VEH0200,2026-05-20,Trichy,Dispatched,Delivered,347.76,12.05,92.33,99.29,6.96,1,28.86,Wednesday,5,20,0,Medium,Medium,36.4,45.55,2.15,Light Rain,1,0,0,Moderate,0.075,0.93,Medium,2
ORD001972,CUST0763,WH004,DRV0200,VEH0021,2026-05-21,Tirunelveli,Dispatched,Delivered,576.37,32.64,138.48,126.71,0.0,0,17.66,Thursday,5,21,0,Very Long,High,41.02,50.98,10.2,Rain,1,0,0,Moderate,0.0,1.093,Low,1
ORD003620,CUST0524,WH009,DRV0045,VEH0158,2026-05-21,Erode,Dispatched,Delayed,102.14,4.91,59.84,57.49,0.0,1,20.8,Thursday,5,21,0,Short,Low,32.49,63.69,0.74,Clear,1,0,0,Moderate,0.0,1.041,Medium,2
ORD003416,CUST0468,WH010,DRV0037,VEH0033,2026-05-21,Salem,Dispatched,In Transit,139.95,12.18,59.54,65.14,5.6,1,11.49,Thursday,5,21,0,Medium,Low,35.24,100.0,5.54,Light Rain,1,0,1,Moderate,0.094,0.914,Medium,2
ORD000799,CUST0722,WH007,DRV0179,VEH0163,2026-05-21,Coimbatore,Dispatched,Delivered,250.73,12.53,57.08,66.4,9.32,1,20.01,Thursday,5,21,0,Medium,Medium,33.62,48.83,4.42,Light Rain,1,0,0,Moderate,0.163,0.86,Medium,2
ORD001150,CUST0710,WH008,DRV0125,VEH0097,2026-05-21,Chennai,Dispatched,Delivered,276.73,8.52,66.26,65.41,0.0,0,32.48,Thursday,5,21,0,Medium,Medium,35.5,58.28,3.23,Light Rain,1,0,0,Moderate,0.0,1.013,Low,1
ORD000257,CUST0204,WH004,DRV0003,VEH0199,2026-05-21,Erode,Confirmed,Delivered,100.0,14.7,80.46,72.02,0.0,0,6.8,Thursday,5,21,0,Medium,Low,32.49,63.69,0.74,Clear,1,0,0,Moderate,0.0,1.117,Low,1
ORD001151,CUST0290,WH010,DRV0127,VEH0029,2026-05-21,Vellore,Processing,In Transit,100.0,9.94,60.01,63.55,3.54,1,10.06,Thursday,5,21,0,Medium,Low,28.14,57.33,7.38,Light Rain,1,0,0,Moderate,0.059,0.944,Medium,2
ORD002006,CUST0921,WH001,DRV0087,VEH0173,2026-05-21,Coimbatore,Dispatched,Delayed,160.0,16.19,136.84,142.57,5.73,1,9.88,Thursday,5,21,0,Long,Low,33.62,48.83,4.42,Light Rain,1,0,0,Moderate,0.042,0.96,Medium,2
ORD000526,CUST0388,WH006,DRV0105,VEH0112,2026-05-21,Vellore,Dispatched,Delayed,268.73,17.1,139.53,134.28,0.0,1,15.72,Thursday,5,21,0,Long,Medium,28.14,57.33,7.38,Light Rain,1,0,0,Moderate,0.0,1.039,Medium,2
ORD003110,CUST0999,WH010,DRV0199,VEH0118,2026-05-21,Madurai,Dispatched,Delivered,261.8,12.39,60.08,68.72,8.64,1,21.13,Thursday,5,21,0,Medium,Medium,38.26,84.77,1.89,Cloudy,1,0,1,Moderate,0.144,0.874,Medium,2
ORD001784,CUST0990,WH001,DRV0049,VEH0001,2026-05-21,Tirunelveli,Dispatched,Delivered,303.14,26.02,157.19,149.75,0.0,0,11.65,Thursday,5,21,0,Long,Medium,41.02,50.98,10.2,Rain,1,0,0,Moderate,0.0,1.05,Low,1
ORD001373,CUST0844,WH002,DRV0093,VEH0105,2026-05-21,Tirunelveli,Dispatched,Delivered,309.9,10.67,67.68,70.82,3.14,1,29.04,Thursday,5,21,0,Medium,Medium,41.02,50.98,10.2,Rain,1,0,0,Moderate,0.046,0.956,Medium,2
ORD002337,CUST0523,WH001,DRV0093,VEH0097,2026-05-21,Chennai,Dispatched,Delivered,337.12,4.15,60.29,55.5,0.0,0,81.23,Thursday,5,21,0,Short,Medium,35.5,58.28,3.23,Light Rain,1,0,0,Moderate,0.0,1.086,Low,1
ORD004643,CUST0062,WH004,DRV0115,VEH0135,2026-05-21,Coimbatore,Dispatched,Delivered,100.0,18.24,136.15,130.49,0.0,0,5.48,Thursday,5,21,0,Long,Low,33.62,48.83,4.42,Light Rain,1,0,0,Moderate,0.0,1.043,Low,1
ORD003772,CUST0017,WH003,DRV0112,VEH0079,2026-05-21,Erode,Confirmed,Delivered,156.13,5.48,54.85,50.68,0.0,0,28.49,Thursday,5,21,0,Medium,Low,32.49,63.69,0.74,Clear,1,0,0,Moderate,0.0,1.082,Low,1
ORD000691,CUST0692,WH008,DRV0056,VEH0002,2026-05-21,Salem,Confirmed,Delivered,103.5,6.76,46.4,41.39,0.0,0,15.31,Thursday,5,21,0,Medium,Low,35.24,100.0,5.54,Light Rain,1,0,1,Moderate,0.0,1.121,Low,1
ORD002170,CUST0778,WH004,DRV0160,VEH0153,2026-05-21,Erode,Confirmed,Delivered,974.31,10.01,64.27,71.63,7.36,1,97.33,Thursday,5,21,0,Medium,High,32.49,63.69,0.74,Clear,1,0,0,Moderate,0.115,0.897,Medium,2
ORD002172,CUST0402,WH002,DRV0121,VEH0097,2026-05-21,Erode,Processing,Delivered,219.38,8.3,70.16,62.39,0.0,0,26.43,Thursday,5,21,0,Medium,Low,32.49,63.69,0.74,Clear,1,0,0,Moderate,0.0,1.125,Low,1
ORD004373,CUST0681,WH006,DRV0133,VEH0023,2026-05-21,Madurai,Dispatched,Delivered,100.0,13.55,66.48,76.34,9.86,1,7.38,Thursday,5,21,0,Medium,Low,38.26,84.77,1.89,Cloudy,1,0,1,Moderate,0.148,0.871,Medium,2
ORD003313,CUST0698,WH001,DRV0116,VEH0084,2026-05-21,Vellore,Dispatched,Delivered,447.14,9.51,71.54,73.55,2.01,1,47.02,Thursday,5,21,0,Medium,Medium,28.14,57.33,7.38,Light Rain,1,0,0,Moderate,0.028,0.973,Medium,2
ORD001229,CUST0644,WH005,DRV0174,VEH0094,2026-05-21,Erode,Dispatched,Delivered,231.08,19.0,88.9,103.25,14.35,1,12.16,Thursday,5,21,0,Long,Low,32.49,63.69,0.74,Clear,1,0,0,Moderate,0.161,0.861,Medium,2
ORD003910,CUST0063,WH005,DRV0074,VEH0195,2026-05-22,Erode,Dispatched,Delivered,597.72,16.7,86.54,80.48,0.0,0,35.79,Friday,5,22,0,Long,High,37.52,49.53,2.9,Light Rain,1,0,0,Moderate,0.0,1.075,Low,1
ORD001034,CUST0440,WH001,DRV0109,VEH0136,2026-05-22,Vellore,Dispatched,Delivered,100.0,11.42,65.67,62.97,0.0,0,8.76,Friday,5,22,0,Medium,Low,32.98,40.41,7.3,Light Rain,1,0,0,Moderate,0.0,1.043,Low,1
ORD000361,CUST0521,WH004,DRV0118,VEH0025,2026-05-22,Erode,Confirmed,Delivered,294.29,7.67,64.73,75.49,10.76,1,38.37,Friday,5,22,0,Medium,Medium,37.52,49.53,2.9,Light Rain,1,0,0,Moderate,0.166,0.857,Medium,2
ORD004153,CUST0894,WH003,DRV0018,VEH0107,2026-05-22,Trichy,Processing,Delivered,251.6,6.06,27.98,31.56,3.58,1,41.52,Friday,5,22,0,Medium,Medium,32.79,62.71,1.63,Clear,1,0,0,Moderate,0.128,0.887,Medium,2
ORD004665,CUST0038,WH009,DRV0131,VEH0027,2026-05-22,Coimbatore,Confirmed,Delivered,152.89,8.6,66.37,66.04,0.0,0,17.78,Friday,5,22,0,Medium,Low,35.65,55.4,1.32,Clear,1,0,0,Moderate,0.0,1.005,Low,1
ORD003306,CUST0308,WH002,DRV0112,VEH0079,2026-05-22,Salem,Dispatched,Delivered,203.23,3.7,51.78,56.42,4.64,1,54.93,Friday,5,22,0,Short,Low,32.06,69.51,2.44,Light Rain,1,0,0,Moderate,0.09,0.918,Medium,2
ORD003615,CUST0373,WH002,DRV0191,VEH0023,2026-05-22,Salem,Dispatched,Delivered,117.52,10.73,72.41,72.1,0.0,0,10.95,Friday,5,22,0,Medium,Low,32.06,69.51,2.44,Light Rain,1,0,0,Moderate,0.0,1.004,Low,1
ORD004280,CUST0078,WH008,DRV0120,VEH0102,2026-05-22,Salem,Dispatched,Delivered,357.14,2.97,36.47,38.98,2.51,1,120.25,Friday,5,22,0,Short,Medium,32.06,69.51,2.44,Light Rain,1,0,0,Moderate,0.069,0.936,Medium,2
ORD000234,CUST0353,WH001,DRV0085,VEH0142,2026-05-22,Vellore,Dispatched,Delayed,166.08,7.09,38.92,38.08,0.0,1,23.42,Friday,5,22,0,Medium,Low,32.98,40.41,7.3,Light Rain,1,0,0,Moderate,0.0,1.022,Medium,2
ORD001225,CUST0505,WH003,DRV0032,VEH0174,2026-05-22,Coimbatore,Processing,Delivered,271.46,12.15,81.9,83.14,1.24,1,22.34,Friday,5,22,0,Medium,Medium,35.65,55.4,1.32,Clear,1,0,0,Moderate,0.015,0.985,Medium,2
ORD004572,CUST0150,WH008,DRV0009,VEH0097,2026-05-22,Chennai,Dispatched,Delivered,100.0,13.17,92.52,89.19,0.0,0,7.59,Friday,5,22,0,Medium,Low,36.48,62.57,1.21,Clear,1,0,0,Moderate,0.0,1.037,Low,1
ORD004271,CUST0224,WH003,DRV0183,VEH0086,2026-05-22,Chennai,Processing,Delivered,100.0,11.9,99.51,92.36,0.0,0,8.4,Friday,5,22,0,Medium,Low,36.48,62.57,1.21,Clear,1,0,0,Moderate,0.0,1.077,Low,1
ORD002846,CUST0720,WH006,DRV0076,VEH0090,2026-05-22,Madurai,Confirmed,Delivered,121.04,3.68,30.79,31.16,0.37,1,32.89,Friday,5,22,0,Short,Low,27.7,83.39,0.47,Cloudy,1,0,1,Moderate,0.012,0.988,Medium,2
ORD004767,CUST0083,WH005,DRV0168,VEH0101,2026-05-22,Tirunelveli,Confirmed,Delivered,258.7,7.01,70.78,66.36,0.0,0,36.9,Friday,5,22,0,Medium,Medium,36.89,56.67,0.51,Clear,1,0,0,Moderate,0.0,1.067,Low,1
ORD001563,CUST0902,WH010,DRV0081,VEH0126,2026-05-22,Coimbatore,Dispatched,Delivered,100.0,18.18,110.56,99.73,0.0,0,5.5,Friday,5,22,0,Long,Low,35.65,55.4,1.32,Clear,1,0,0,Moderate,0.0,1.109,Low,1
ORD001622,CUST0119,WH005,DRV0131,VEH0172,2026-05-22,Vellore,Dispatched,Delivered,299.04,43.56,216.24,200.44,0.0,0,6.87,Friday,5,22,0,Very Long,Medium,32.98,40.41,7.3,Light Rain,1,0,0,Moderate,0.0,1.079,Low,1
ORD002770,CUST0369,WH004,DRV0142,VEH0044,2026-05-22,Tirunelveli,Processing,In Transit,695.08,12.36,110.16,100.25,0.0,0,56.24,Friday,5,22,0,Medium,High,36.89,56.67,0.51,Clear,1,0,0,Moderate,0.0,1.099,Low,1
ORD001891,CUST0425,WH001,DRV0031,VEH0168,2026-05-22,Tirunelveli,Processing,Delivered,401.22,15.2,97.93,96.49,0.0,0,26.4,Friday,5,22,0,Long,Medium,36.89,56.67,0.51,Clear,1,0,0,Moderate,0.0,1.015,Low,1
ORD004727,CUST0611,WH003,DRV0157,VEH0043,2026-05-22,Tirunelveli,Dispatched,Delivered,280.7,17.65,97.44,110.44,13.0,1,15.9,Friday,5,22,0,Long,Medium,36.89,56.67,0.51,Clear,1,0,0,Moderate,0.133,0.882,Medium,2
ORD000025,CUST0628,WH010,DRV0023,VEH0119,2026-05-22,Trichy,Dispatched,Delivered,194.8,15.7,118.14,114.1,0.0,0,12.41,Friday,5,22,0,Long,Low,32.79,62.71,1.63,Clear,1,0,0,Moderate,0.0,1.035,Low,1
ORD001879,CUST0364,WH003,DRV0109,VEH0005,2026-05-22,Chennai,Processing,Delivered,118.08,25.42,128.68,150.88,22.2,1,4.65,Friday,5,22,0,Long,Low,36.48,62.57,1.21,Clear,1,0,0,Moderate,0.173,0.853,Medium,2
ORD002213,CUST0621,WH004,DRV0119,VEH0200,2026-05-23,Salem,Confirmed,Delayed,146.17,19.34,101.19,91.17,0.0,1,7.56,Saturday,5,23,1,Long,Low,32.93,79.77,5.22,Light Rain,1,0,0,Moderate,0.0,1.11,Medium,2
ORD000781,CUST0075,WH006,DRV0132,VEH0157,2026-05-23,Tirunelveli,Dispatched,Delivered,100.0,8.94,63.64,62.65,0.0,0,11.19,Saturday,5,23,1,Medium,Low,32.23,65.16,2.47,Light Rain,1,0,0,Moderate,0.0,1.016,Low,1
ORD001525,CUST0702,WH010,DRV0021,VEH0137,2026-05-23,Trichy,Confirmed,Delivered,600.16,7.07,78.01,68.29,0.0,0,84.89,Saturday,5,23,1,Medium,High,30.32,51.24,2.2,Light Rain,1,0,0,Moderate,0.0,1.142,Low,1
ORD003644,CUST0381,WH006,DRV0051,VEH0091,2026-05-23,Trichy,Processing,Delivered,238.4,23.15,120.77,128.69,7.92,1,10.3,Saturday,5,23,1,Long,Low,30.32,51.24,2.2,Light Rain,1,0,0,Moderate,0.066,0.938,Medium,2
ORD003594,CUST0406,WH002,DRV0174,VEH0195,2026-05-23,Erode,Processing,Delivered,100.0,13.71,100.99,101.68,0.69,1,7.29,Saturday,5,23,1,Medium,Low,35.04,45.55,4.72,Light Rain,1,0,0,Moderate,0.007,0.993,Medium,2
ORD001909,CUST0270,WH005,DRV0019,VEH0161,2026-05-23,Tirunelveli,Confirmed,Delivered,207.53,14.1,64.19,58.08,0.0,0,14.72,Saturday,5,23,1,Medium,Low,32.23,65.16,2.47,Light Rain,1,0,0,Moderate,0.0,1.105,Low,1
ORD003719,CUST0641,WH008,DRV0028,VEH0136,2026-05-23,Vellore,Dispatched,Delivered,580.05,6.7,43.3,41.0,0.0,0,86.57,Saturday,5,23,1,Medium,High,32.7,53.56,13.1,Rain,1,0,0,Moderate,0.0,1.056,Low,1
ORD004951,CUST0982,WH008,DRV0030,VEH0060,2026-05-23,Salem,Dispatched,Delivered,364.22,29.71,200.69,203.67,2.98,1,12.26,Saturday,5,23,1,Long,Medium,32.93,79.77,5.22,Light Rain,1,0,0,Moderate,0.015,0.985,Medium,2
ORD004168,CUST0113,WH004,DRV0140,VEH0095,2026-05-23,Vellore,Dispatched,Delivered,287.43,11.36,70.51,62.11,0.0,0,25.3,Saturday,5,23,1,Medium,Medium,32.7,53.56,13.1,Rain,1,0,0,Moderate,0.0,1.135,Low,1
ORD003450,CUST0716,WH007,DRV0071,VEH0053,2026-05-23,Tirunelveli,Confirmed,In Transit,117.52,21.78,119.3,105.65,0.0,0,5.4,Saturday,5,23,1,Long,Low,32.23,65.16,2.47,Light Rain,1,0,0,Moderate,0.0,1.129,Low,1
ORD004058,CUST0882,WH001,DRV0164,VEH0016,2026-05-23,Tirunelveli,Dispatched,Delivered,164.0,17.39,54.14,53.26,0.0,0,9.43,Saturday,5,23,1,Long,Low,32.23,65.16,2.47,Light Rain,1,0,0,Moderate,0.0,1.017,Low,1
ORD004007,CUST0694,WH010,DRV0098,VEH0138,2026-05-23,Coimbatore,Dispatched,Delivered,130.12,6.09,58.57,51.73,0.0,0,21.37,Saturday,5,23,1,Medium,Low,31.78,49.94,1.71,Clear,1,0,0,Moderate,0.0,1.132,Low,1
ORD000347,CUST0756,WH003,DRV0074,VEH0118,2026-05-23,Vellore,Dispatched,Delayed,135.69,8.94,79.27,81.07,1.8,1,15.18,Saturday,5,23,1,Medium,Low,32.7,53.56,13.1,Rain,1,0,0,Moderate,0.023,0.978,Medium,2
ORD001552,CUST0373,WH006,DRV0117,VEH0080,2026-05-23,Erode,Dispatched,Delivered,154.96,7.25,46.64,43.04,0.0,0,21.37,Saturday,5,23,1,Medium,Low,35.04,45.55,4.72,Light Rain,1,0,0,Moderate,0.0,1.084,Low,1
ORD003367,CUST0400,WH010,DRV0131,VEH0076,2026-05-23,Coimbatore,Dispatched,Delayed,290.37,2.92,40.47,36.78,0.0,1,99.44,Saturday,5,23,1,Short,Medium,31.78,49.94,1.71,Clear,1,0,0,Moderate,0.0,1.1,Medium,2
ORD003924,CUST0928,WH010,DRV0169,VEH0005,2026-05-23,Salem,Confirmed,Delivered,167.65,11.34,47.37,51.86,4.49,1,14.78,Saturday,5,23,1,Medium,Low,32.93,79.77,5.22,Light Rain,1,0,0,Moderate,0.095,0.913,Medium,2
ORD003995,CUST0247,WH006,DRV0002,VEH0186,2026-05-23,Chennai,Processing,Delivered,100.0,1.96,29.42,27.42,0.0,0,51.02,Saturday,5,23,1,Short,Low,34.06,49.94,4.6,Light Rain,1,0,0,Moderate,0.0,1.073,Low,1
ORD004243,CUST0077,WH005,DRV0105,VEH0082,2026-05-23,Coimbatore,Processing,Delivered,291.37,37.76,107.66,117.02,9.36,1,7.72,Saturday,5,23,1,Very Long,Medium,31.78,49.94,1.71,Clear,1,0,0,Moderate,0.087,0.92,Medium,2
ORD004909,CUST0966,WH010,DRV0076,VEH0047,2026-05-23,Trichy,Dispatched,Delivered,145.83,9.29,56.06,52.09,0.0,0,15.7,Saturday,5,23,1,Medium,Low,30.32,51.24,2.2,Light Rain,1,0,0,Moderate,0.0,1.076,Low,1
ORD002589,CUST0167,WH008,DRV0121,VEH0049,2026-05-23,Trichy,Dispatched,Delivered,341.8,17.15,85.59,77.01,0.0,0,19.93,Saturday,5,23,1,Long,Medium,30.32,51.24,2.2,Light Rain,1,0,0,Moderate,0.0,1.111,Low,1
ORD001158,CUST0178,WH008,DRV0023,VEH0002,2026-05-23,Tirunelveli,Processing,Delivered,100.0,3.82,34.59,38.76,4.17,1,26.18,Saturday,5,23,1,Short,Low,32.23,65.16,2.47,Light Rain,1,0,0,Moderate,0.121,0.892,Medium,2
ORD000949,CUST0145,WH007,DRV0039,VEH0106,2026-05-23,Salem,Confirmed,In Transit,281.67,11.74,78.07,78.6,0.53,1,23.99,Saturday,5,23,1,Medium,Medium,32.93,79.77,5.22,Light Rain,1,0,0,Moderate,0.007,0.993,Medium,2
ORD001329,CUST0277,WH004,DRV0056,VEH0051,2026-05-23,Coimbatore,Dispatched,Delivered,236.87,15.13,111.37,101.34,0.0,0,15.66,Saturday,5,23,1,Long,Low,31.78,49.94,1.71,Clear,1,0,0,Moderate,0.0,1.099,Low,1
ORD004770,CUST0594,WH002,DRV0185,VEH0034,2026-05-23,Trichy,Processing,Delivered,160.42,19.1,140.44,124.8,0.0,0,8.4,Saturday,5,23,1,Long,Low,30.32,51.24,2.2,Light Rain,1,0,0,Moderate,0.0,1.125,Low,1
ORD001208,CUST0173,WH005,DRV0117,VEH0168,2026-05-24,Madurai,Cancelled,Cancelled,270.58,37.51,,,,0,7.21,Sunday,5,24,1,Very Long,Medium,33.38,57.58,3.15,Light Rain,1,0,0,Moderate,,,Low,1
ORD004763,CUST0988,WH004,DRV0026,VEH0089,2026-05-24,Tirunelveli,Processing,Delivered,149.73,12.58,99.87,103.44,3.57,1,11.9,Sunday,5,24,1,Medium,Low,31.85,53.43,3.04,Light Rain,1,0,0,Moderate,0.036,0.965,Medium,2
ORD001288,CUST0383,WH008,DRV0142,VEH0079,2026-05-24,Vellore,Dispatched,Delivered,224.59,7.79,54.07,61.73,7.66,1,28.83,Sunday,5,24,1,Medium,Low,35.5,67.86,2.41,Light Rain,1,0,0,Moderate,0.142,0.876,Medium,2
ORD003341,CUST0028,WH001,DRV0086,VEH0175,2026-05-24,Chennai,Dispatched,Delivered,105.99,11.25,83.58,75.71,0.0,0,9.42,Sunday,5,24,1,Medium,Low,31.76,70.13,2.11,Light Rain,1,0,0,Moderate,0.0,1.104,Low,1
ORD000343,CUST0053,WH008,DRV0049,VEH0096,2026-05-24,Erode,Dispatched,Delivered,309.24,18.27,121.52,137.07,15.55,1,16.93,Sunday,5,24,1,Long,Medium,34.95,67.91,0.34,Clear,1,0,0,Moderate,0.128,0.887,Medium,2
ORD000323,CUST0216,WH002,DRV0019,VEH0113,2026-05-24,Erode,Dispatched,Delivered,135.11,10.68,50.59,50.54,0.0,0,12.65,Sunday,5,24,1,Medium,Low,34.95,67.91,0.34,Clear,1,0,0,Moderate,0.0,1.001,Low,1
ORD000320,CUST0159,WH004,DRV0144,VEH0107,2026-05-24,Tirunelveli,Processing,Delivered,100.0,8.83,72.9,77.81,4.91,1,11.33,Sunday,5,24,1,Medium,Low,31.85,53.43,3.04,Light Rain,1,0,0,Moderate,0.067,0.937,Medium,2
ORD000667,CUST0217,WH004,DRV0019,VEH0026,2026-05-24,Coimbatore,Dispatched,Delayed,179.76,9.88,76.47,70.28,0.0,1,18.19,Sunday,5,24,1,Medium,Low,33.72,59.7,5.68,Light Rain,1,0,0,Moderate,0.0,1.088,Medium,2
ORD001755,CUST0351,WH001,DRV0090,VEH0062,2026-05-24,Erode,Confirmed,In Transit,133.07,10.17,39.34,41.23,1.89,1,13.08,Sunday,5,24,1,Medium,Low,34.95,67.91,0.34,Clear,1,0,0,Moderate,0.048,0.954,Medium,2
ORD003253,CUST0244,WH010,DRV0019,VEH0169,2026-05-24,Coimbatore,Dispatched,Delivered,247.45,18.38,84.86,80.26,0.0,0,13.46,Sunday,5,24,1,Long,Low,33.72,59.7,5.68,Light Rain,1,0,0,Moderate,0.0,1.057,Low,1
ORD002017,CUST0875,WH005,DRV0109,VEH0096,2026-05-24,Erode,Dispatched,Delivered,188.98,15.43,90.8,99.64,8.84,1,12.25,Sunday,5,24,1,Long,Low,34.95,67.91,0.34,Clear,1,0,0,Moderate,0.097,0.911,Medium,2
ORD000012,CUST0326,WH002,DRV0191,VEH0125,2026-05-24,Trichy,Dispatched,Delivered,509.7,5.79,48.48,52.53,4.05,1,88.03,Sunday,5,24,1,Medium,High,29.37,77.31,3.47,Light Rain,1,0,0,Moderate,0.084,0.923,Medium,2
ORD001942,CUST0134,WH002,DRV0001,VEH0077,2026-05-24,Trichy,Dispatched,Delivered,145.2,3.93,61.15,57.32,0.0,0,36.95,Sunday,5,24,1,Short,Low,29.37,77.31,3.47,Light Rain,1,0,0,Moderate,0.0,1.067,Low,1
ORD001252,CUST0301,WH003,DRV0136,VEH0022,2026-05-24,Salem,Cancelled,Cancelled,136.41,14.33,,,,0,9.52,Sunday,5,24,1,Medium,Low,36.2,57.83,2.22,Light Rain,1,0,0,Moderate,,,Low,1
ORD001146,CUST0971,WH010,DRV0177,VEH0088,2026-05-24,Vellore,Confirmed,Delivered,100.0,18.69,110.57,129.11,18.54,1,5.35,Sunday,5,24,1,Long,Low,35.5,67.86,2.41,Light Rain,1,0,0,Moderate,0.168,0.856,Medium,2
ORD003398,CUST0098,WH005,DRV0030,VEH0142,2026-05-24,Tirunelveli,Processing,Delivered,149.67,35.4,126.18,138.59,12.41,1,4.23,Sunday,5,24,1,Very Long,Low,31.85,53.43,3.04,Light Rain,1,0,0,Moderate,0.098,0.91,Medium,2
ORD000840,CUST0921,WH006,DRV0125,VEH0195,2026-05-24,Trichy,Dispatched,Delivered,178.37,11.27,56.51,64.22,7.71,1,15.83,Sunday,5,24,1,Medium,Low,29.37,77.31,3.47,Light Rain,1,0,0,Moderate,0.136,0.88,Medium,2
ORD004637,CUST0640,WH006,DRV0094,VEH0147,2026-05-24,Tirunelveli,Dispatched,In Transit,100.0,11.9,58.39,63.34,4.95,1,8.4,Sunday,5,24,1,Medium,Low,31.85,53.43,3.04,Light Rain,1,0,0,Moderate,0.085,0.922,Medium,2
ORD003169,CUST0449,WH002,DRV0194,VEH0029,2026-05-24,Vellore,Dispatched,Delivered,100.0,26.84,170.81,181.27,10.46,1,3.73,Sunday,5,24,1,Long,Low,35.5,67.86,2.41,Light Rain,1,0,0,Moderate,0.061,0.942,Medium,2
ORD000564,CUST0733,WH009,DRV0004,VEH0111,2026-05-24,Coimbatore,Dispatched,Delivered,101.48,5.62,54.82,51.96,0.0,0,18.06,Sunday,5,24,1,Medium,Low,33.72,59.7,5.68,Light Rain,1,0,0,Moderate,0.0,1.055,Low,1
ORD004178,CUST0960,WH001,DRV0102,VEH0075,2026-05-24,Vellore,Confirmed,Delivered,109.59,19.54,122.83,123.68,0.85,1,5.61,Sunday,5,24,1,Long,Low,35.5,67.86,2.41,Light Rain,1,0,0,Moderate,0.007,0.993,Medium,2
ORD000185,CUST0812,WH006,DRV0112,VEH0196,2026-05-24,Erode,Confirmed,Delivered,730.16,16.71,107.3,107.95,0.65,1,43.7,Sunday,5,24,1,Long,High,34.95,67.91,0.34,Clear,1,0,0,Moderate,0.006,0.994,Medium,2
ORD000940,CUST0605,WH003,DRV0177,VEH0031,2026-05-24,Tirunelveli,Confirmed,Delivered,532.22,15.7,91.77,89.16,0.0,0,33.9,Sunday,5,24,1,Long,High,31.85,53.43,3.04,Light Rain,1,0,0,Moderate,0.0,1.029,Low,1
ORD001257,CUST0437,WH005,DRV0144,VEH0045,2026-05-25,Vellore,Confirmed,Delivered,125.79,24.76,128.84,116.05,0.0,0,5.08,Monday,5,25,0,Long,Low,29.29,56.57,2.8,Light Rain,1,0,0,Moderate,0.0,1.11,Low,1
ORD004888,CUST0165,WH005,DRV0021,VEH0063,2026-05-25,Chennai,Dispatched,Delivered,452.94,9.24,82.02,84.12,2.1,1,49.02,Monday,5,25,0,Medium,Medium,27.01,68.27,1.28,Clear,1,0,0,Moderate,0.026,0.975,Medium,2
ORD000551,CUST0509,WH003,DRV0132,VEH0043,2026-05-25,Chennai,Dispatched,Delivered,117.09,15.71,61.22,67.61,6.39,1,7.45,Monday,5,25,0,Long,Low,27.01,68.27,1.28,Clear,1,0,0,Moderate,0.104,0.905,Medium,2
ORD002814,CUST0382,WH007,DRV0115,VEH0078,2026-05-25,Erode,Confirmed,Delivered,100.0,9.15,53.07,51.48,0.0,0,10.93,Monday,5,25,0,Medium,Low,28.75,52.7,0.64,Clear,1,0,0,Moderate,0.0,1.031,Low,1
ORD004341,CUST0665,WH004,DRV0169,VEH0177,2026-05-25,Vellore,Processing,Delivered,185.18,18.72,124.63,117.23,0.0,0,9.89,Monday,5,25,0,Long,Low,29.29,56.57,2.8,Light Rain,1,0,0,Moderate,0.0,1.063,Low,1
ORD004784,CUST0514,WH005,DRV0021,VEH0017,2026-05-25,Trichy,Processing,Delivered,186.78,34.79,226.13,200.6,0.0,0,5.37,Monday,5,25,0,Very Long,Low,34.86,62.43,11.72,Rain,1,0,0,Moderate,0.0,1.127,Low,1
ORD003862,CUST0460,WH005,DRV0181,VEH0178,2026-05-25,Chennai,Processing,Delivered,111.94,12.79,79.18,79.65,0.47,1,8.75,Monday,5,25,0,Medium,Low,27.01,68.27,1.28,Clear,1,0,0,Moderate,0.006,0.994,Medium,2
ORD004970,CUST0725,WH006,DRV0063,VEH0090,2026-05-25,Tirunelveli,Confirmed,Delayed,153.49,12.06,107.95,95.07,0.0,1,12.73,Monday,5,25,0,Medium,Low,36.42,72.69,3.25,Light Rain,1,0,0,Moderate,0.0,1.135,Medium,2
ORD002655,CUST0677,WH002,DRV0195,VEH0154,2026-05-25,Coimbatore,Dispatched,Delivered,100.0,24.48,139.19,132.83,0.0,0,4.08,Monday,5,25,0,Long,Low,33.81,58.38,0.36,Clear,1,0,0,Moderate,0.0,1.048,Low,1
ORD003505,CUST0731,WH005,DRV0016,VEH0165,2026-05-25,Salem,Dispatched,Delivered,260.26,13.14,108.32,98.99,0.0,0,19.81,Monday,5,25,0,Medium,Medium,31.5,61.65,2.16,Light Rain,1,0,0,Moderate,0.0,1.094,Low,1
