event_id,order_id,driver_id,vehicle_id,event_timestamp,region,event_type,delivery_status,delay_minutes,source
EVT0004274,ORD001904,DRV0031,VEH0092,2026-08-23 05:44:00,Vellore,DELIVERED,Delivered,0,Mobile App
EVT0004275,ORD000044,DRV0039,VEH0122,2026-08-20 23:06:00,Coimbatore,DELIVERED,Delivered,0,Warehouse System
EVT0004276,ORD004422,DRV0112,VEH0067,2026-08-24 12:01:00,Salem,TRANSIT,In Transit,0,GPS Device
EVT0004277,ORD004836,DRV0024,VEH0196,2026-08-02 01:23:00,Coimbatore,TRANSIT,In Transit,0,Driver App
EVT0004278,ORD004979,DRV0122,VEH0114,2026-08-24 16:25:00,Vellore,DELAYED,Delayed,74,Driver App
EVT0004279,ORD000476,DRV0160,VEH0100,2026-08-08 11:44:00,Vellore,PICKUP,Picked Up,0,Warehouse System
EVT0004280,ORD000804,DRV0115,VEH0124,2026-08-23 21:04:00,Vellore,PICKUP,Picked Up,0,Warehouse System
EVT0004281,ORD004186,DRV0012,VEH0113,2026-08-22 09:06:00,Vellore,TRANSIT,In Transit,0,Warehouse System
EVT0004282,ORD001851,DRV0083,VEH0101,2026-08-03 08:02:00,Salem,PICKUP,Picked Up,0,GPS Device
EVT0004283,ORD001862,DRV0138,VEH0059,2026-08-08 13:10:00,Coimbatore,PICKUP,Picked Up,0,GPS Device
EVT0004284,ORD000230,DRV0088,VEH0117,2026-08-09 03:00:00,Trichy,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0004285,ORD004034,DRV0068,VEH0148,2026-08-08 00:51:00,Salem,DELIVERED,Delivered,0,GPS Device
EVT0004286,ORD000854,DRV0192,VEH0052,2026-08-19 05:55:00,Trichy,OUT_FOR_DELIVERY,Out for Delivery,0,Mobile App
EVT0004287,ORD004242,DRV0130,VEH0186,2026-08-11 12:50:00,Tirunelveli,TRANSIT,In Transit,0,GPS Device
EVT0004288,ORD001150,DRV0024,VEH0141,2026-08-31 04:08:00,Erode,TRANSIT,In Transit,0,Warehouse System
EVT0004289,ORD004651,DRV0165,VEH0056,2026-08-03 21:01:00,Vellore,DELIVERED,Delivered,0,Mobile App
EVT0004290,ORD002710,DRV0044,VEH0093,2026-08-31 03:20:00,Coimbatore,PICKUP,Picked Up,0,Driver App
EVT0004291,ORD004811,DRV0053,VEH0092,2026-08-01 14:20:00,Vellore,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0004292,ORD000061,DRV0140,VEH0199,2026-08-06 09:48:00,Vellore,DELIVERED,Delivered,0,GPS Device
EVT0004293,ORD003837,DRV0196,VEH0170,2026-08-19 09:46:00,Tirunelveli,DELIVERED,Delivered,0,GPS Device
EVT0004294,ORD001992,DRV0076,VEH0147,2026-08-29 13:13:00,Trichy,DELIVERED,Delivered,0,GPS Device
EVT0004295,ORD004572,DRV0013,VEH0107,2026-08-19 06:00:00,Madurai,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0004296,ORD003821,DRV0050,VEH0039,2026-08-21 04:53:00,Chennai,DELIVERED,Delivered,0,GPS Device
EVT0004297,ORD003061,DRV0187,VEH0168,2026-08-11 02:48:00,Madurai,DELIVERED,Delivered,0,Driver App
EVT0004298,ORD000617,DRV0168,VEH0073,2026-08-16 03:23:00,Erode,PICKUP,Picked Up,0,Mobile App
EVT0004299,ORD003237,DRV0003,VEH0132,2026-08-03 03:45:00,Tirunelveli,OUT_FOR_DELIVERY,Out for Delivery,0,Mobile App
EVT0004300,ORD004254,DRV0099,VEH0133,2026-08-01 06:11:00,Tirunelveli,TRANSIT,In Transit,0,Driver App
EVT0004301,ORD001671,DRV0004,VEH0116,2026-08-19 01:57:00,Salem,TRANSIT,In Transit,0,GPS Device
EVT0004302,ORD002103,DRV0089,VEH0163,2026-08-31 10:50:00,Tirunelveli,DELIVERED,Delivered,0,Driver App
EVT0004303,ORD001231,DRV0046,VEH0161,2026-08-23 02:31:00,Tirunelveli,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0004304,ORD002493,DRV0037,VEH0186,2026-08-23 16:32:00,Coimbatore,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0004305,ORD002179,DRV0074,VEH0019,2026-08-10 14:15:00,Chennai,DELAYED,Delayed,144,Warehouse System
EVT0004306,ORD004223,DRV0096,VEH0140,2026-08-13 05:00:00,Vellore,DELIVERED,Delivered,0,Warehouse System
EVT0004307,ORD001055,DRV0123,VEH0117,2026-08-08 00:19:00,Trichy,DELIVERED,Delivered,0,GPS Device
EVT0004308,ORD003219,DRV0036,VEH0025,2026-08-29 10:20:00,Tirunelveli,DELIVERED,Delivered,0,Mobile App
EVT0004309,ORD000173,DRV0032,VEH0175,2026-08-10 08:10:00,Vellore,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0004310,ORD001821,DRV0037,VEH0073,2026-08-01 21:36:00,Chennai,TRANSIT,In Transit,0,Driver App
EVT0004311,ORD000304,DRV0003,VEH0188,2026-08-09 04:34:00,Madurai,DELIVERED,Delivered,0,GPS Device
EVT0004312,ORD003299,DRV0074,VEH0078,2026-08-28 05:56:00,Salem,DELIVERED,Delivered,0,Mobile App
EVT0004313,ORD003243,DRV0199,VEH0004,2026-08-05 07:54:00,Tirunelveli,TRANSIT,In Transit,0,Mobile App
EVT0004314,ORD001960,DRV0120,VEH0022,2026-08-10 04:55:00,Trichy,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0004315,ORD004332,DRV0064,VEH0007,2026-08-25 23:24:00,Vellore,OUT_FOR_DELIVERY,Out for Delivery,0,Mobile App
EVT0004316,ORD004191,DRV0198,VEH0176,2026-08-07 21:51:00,Chennai,TRANSIT,In Transit,0,Mobile App
EVT0004317,ORD000329,DRV0132,VEH0137,2026-08-14 13:41:00,Coimbatore,DELAYED,Delayed,67,GPS Device
EVT0004318,ORD001356,DRV0044,VEH0012,2026-08-27 15:39:00,Vellore,TRANSIT,In Transit,0,GPS Device
EVT0004319,ORD000879,DRV0024,VEH0163,2026-08-17 19:37:00,Trichy,TRANSIT,In Transit,0,Driver App
EVT0004320,ORD002462,DRV0147,VEH0068,2026-08-01 15:20:00,Tirunelveli,DELAYED,Delayed,150,GPS Device
EVT0004321,ORD000332,DRV0131,VEH0049,2026-08-29 05:10:00,Trichy,TRANSIT,In Transit,0,Driver App
EVT0004322,ORD000833,DRV0124,VEH0178,2026-08-09 02:58:00,Salem,DELIVERED,Delivered,0,Warehouse System
EVT0004323,ORD003049,DRV0158,VEH0020,2026-08-17 14:01:00,Coimbatore,TRANSIT,In Transit,0,Warehouse System
EVT0004324,ORD004962,DRV0009,VEH0008,2026-08-13 03:18:00,Coimbatore,DELIVERED,Delivered,0,Warehouse System
EVT0004325,ORD000412,DRV0060,VEH0100,2026-08-11 00:48:00,Tirunelveli,DELIVERED,Delivered,0,GPS Device
EVT0004326,ORD001299,DRV0007,VEH0007,2026-08-10 15:07:00,Salem,TRANSIT,In Transit,0,Mobile App
EVT0004327,ORD001878,DRV0160,VEH0126,2026-08-07 22:43:00,Madurai,DELAYED,Delayed,172,GPS Device
EVT0004328,ORD001724,DRV0170,VEH0134,2026-08-16 20:38:00,Vellore,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0004329,ORD000027,DRV0084,VEH0145,2026-08-17 08:16:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0004330,ORD000812,DRV0197,VEH0049,2026-08-20 10:24:00,Coimbatore,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0004331,ORD001161,DRV0020,VEH0167,2026-08-05 23:18:00,Trichy,TRANSIT,In Transit,0,Driver App
EVT0004332,ORD000512,DRV0112,VEH0188,2026-08-29 16:34:00,Madurai,DELIVERED,Delivered,0,GPS Device
EVT0004333,ORD003317,DRV0157,VEH0149,2026-08-22 15:10:00,Madurai,TRANSIT,In Transit,0,GPS Device
EVT0004334,ORD001100,DRV0111,VEH0091,2026-08-06 11:11:00,Trichy,TRANSIT,In Transit,0,Driver App
EVT0004335,ORD003145,DRV0167,VEH0191,2026-08-16 20:59:00,Salem,PICKUP,Picked Up,0,Mobile App
EVT0004336,ORD001404,DRV0020,VEH0030,2026-08-12 08:39:00,Chennai,DELIVERED,Delivered,0,GPS Device
EVT0004337,ORD004117,DRV0024,VEH0010,2026-08-22 13:03:00,Erode,TRANSIT,In Transit,0,Mobile App
EVT0004338,ORD003072,DRV0171,VEH0188,2026-08-15 16:11:00,Salem,DELAYED,Delayed,173,Warehouse System
EVT0004339,ORD003731,DRV0139,VEH0045,2026-08-06 11:08:00,Vellore,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0004340,ORD004461,DRV0029,VEH0095,2026-08-28 22:34:00,Coimbatore,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0004341,ORD004471,DRV0026,VEH0048,2026-08-01 18:40:00,Erode,TRANSIT,In Transit,0,Driver App
EVT0004342,ORD000431,DRV0100,VEH0188,2026-08-19 04:09:00,Madurai,DELIVERED,Delivered,0,Driver App
EVT0004343,ORD002920,DRV0031,VEH0011,2026-08-12 15:34:00,Coimbatore,TRANSIT,In Transit,0,Driver App
EVT0004344,ORD001746,DRV0108,VEH0020,2026-08-06 07:43:00,Salem,TRANSIT,In Transit,0,Mobile App
EVT0004345,ORD003007,DRV0122,VEH0161,2026-08-16 02:25:00,Salem,TRANSIT,In Transit,0,GPS Device
EVT0004346,ORD001417,DRV0199,VEH0094,2026-08-25 11:29:00,Madurai,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0004347,ORD000733,DRV0081,VEH0135,2026-08-19 14:50:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0004348,ORD003145,DRV0126,VEH0005,2026-08-11 20:35:00,Trichy,DELIVERED,Delivered,0,Warehouse System
EVT0004349,ORD002394,DRV0081,VEH0167,2026-08-29 23:18:00,Coimbatore,OUT_FOR_DELIVERY,Out for Delivery,0,Mobile App
EVT0004350,ORD000985,DRV0114,VEH0079,2026-08-15 02:49:00,Salem,DELIVERED,Delivered,0,Warehouse System
EVT0004351,ORD003559,DRV0082,VEH0163,2026-08-29 02:52:00,Vellore,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0004352,ORD000852,DRV0172,VEH0066,2026-08-12 22:02:00,Coimbatore,PICKUP,Picked Up,0,GPS Device
EVT0004353,ORD000009,DRV0151,VEH0027,2026-08-13 21:38:00,Tirunelveli,DELIVERED,Delivered,0,Mobile App
EVT0004354,ORD004096,DRV0120,VEH0186,2026-08-01 13:08:00,Trichy,DELIVERY_FAILED,Failed,90,Mobile App
EVT0004355,ORD003413,DRV0027,VEH0198,2026-08-04 13:01:00,Erode,DELAYED,Delayed,135,GPS Device
EVT0004356,ORD001191,DRV0064,VEH0157,2026-08-26 02:00:00,Chennai,DELIVERED,Delivered,0,Mobile App
EVT0004357,ORD002676,DRV0008,VEH0101,2026-08-16 09:39:00,Trichy,DELIVERY_FAILED,Failed,93,GPS Device
EVT0004358,ORD001483,DRV0143,VEH0035,2026-08-13 16:52:00,Tirunelveli,PICKUP,Picked Up,0,GPS Device
EVT0004359,ORD001020,DRV0094,VEH0117,2026-08-11 02:38:00,Tirunelveli,DELIVERED,Delivered,0,Mobile App
EVT0004360,ORD003884,DRV0052,VEH0028,2026-08-08 11:17:00,Coimbatore,DELAYED,Delayed,178,GPS Device
EVT0004361,ORD002373,DRV0145,VEH0032,2026-08-23 23:11:00,Erode,DELIVERED,Delivered,0,Mobile App
EVT0004362,ORD002879,DRV0194,VEH0110,2026-08-18 09:20:00,Vellore,TRANSIT,In Transit,0,GPS Device
EVT0004363,ORD001470,DRV0097,VEH0086,2026-08-23 04:22:00,Chennai,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0004364,ORD003738,DRV0061,VEH0025,2026-08-17 23:01:00,Coimbatore,TRANSIT,In Transit,0,GPS Device
EVT0004365,ORD000100,DRV0116,VEH0177,2026-08-31 09:35:00,Erode,DELAYED,Delayed,155,Mobile App
EVT0004366,ORD003754,DRV0060,VEH0157,2026-08-13 16:41:00,Coimbatore,TRANSIT,In Transit,0,Warehouse System
EVT0004367,ORD004893,DRV0172,VEH0186,2026-08-13 13:24:00,Coimbatore,TRANSIT,In Transit,0,GPS Device
EVT0004368,ORD003724,DRV0107,VEH0004,2026-08-28 11:16:00,Trichy,TRANSIT,In Transit,0,GPS Device
EVT0004369,ORD003509,DRV0069,VEH0165,2026-08-04 05:10:00,Vellore,DELAYED,Delayed,123,Driver App
EVT0004370,ORD003490,DRV0021,VEH0199,2026-08-22 04:53:00,Vellore,PICKUP,Picked Up,0,GPS Device
EVT0004371,ORD001136,DRV0170,VEH0122,2026-08-11 04:51:00,Trichy,TRANSIT,In Transit,0,GPS Device
EVT0004372,ORD001119,DRV0135,VEH0030,2026-08-14 23:05:00,Chennai,PICKUP,Picked Up,0,Mobile App
EVT0004373,ORD003726,DRV0033,VEH0184,2026-08-19 14:53:00,Chennai,TRANSIT,In Transit,0,Driver App
EVT0004374,ORD004163,DRV0078,VEH0146,2026-08-14 22:06:00,Salem,DELIVERED,Delivered,0,Mobile App
EVT0004375,ORD003197,DRV0168,VEH0025,2026-08-25 04:14:00,Madurai,DELIVERY_FAILED,Failed,179,GPS Device
EVT0004376,ORD004695,DRV0011,VEH0200,2026-08-21 16:09:00,Coimbatore,DELIVERED,Delivered,0,Warehouse System
EVT0004377,ORD001714,DRV0197,VEH0170,2026-08-10 11:24:00,Coimbatore,DELIVERED,Delivered,0,GPS Device
EVT0004378,ORD002118,DRV0163,VEH0122,2026-08-23 02:53:00,Trichy,TRANSIT,In Transit,0,Driver App
EVT0004379,ORD004096,DRV0154,VEH0181,2026-08-02 12:43:00,Salem,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0004380,ORD000777,DRV0100,VEH0185,2026-08-18 20:18:00,Trichy,DELIVERED,Delivered,0,Driver App
EVT0004381,ORD003344,DRV0051,VEH0012,2026-08-02 09:09:00,Vellore,DELIVERED,Delivered,0,Mobile App
EVT0004382,ORD004770,DRV0136,VEH0095,2026-08-26 01:14:00,Trichy,PICKUP,Picked Up,0,GPS Device
EVT0004383,ORD001105,DRV0065,VEH0050,2026-08-11 18:06:00,Trichy,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0004384,ORD000673,DRV0027,VEH0145,2026-08-05 01:33:00,Coimbatore,DELIVERY_FAILED,Failed,57,Mobile App
EVT0004385,ORD000536,DRV0128,VEH0038,2026-08-31 03:22:00,Erode,DELIVERED,Delivered,0,Warehouse System
EVT0004386,ORD000595,DRV0079,VEH0125,2026-08-14 05:44:00,Erode,TRANSIT,In Transit,0,GPS Device
EVT0004387,ORD002679,DRV0033,VEH0013,2026-08-27 04:50:00,Vellore,DELIVERED,Delivered,0,GPS Device
EVT0004388,ORD003046,DRV0003,VEH0119,2026-08-18 18:34:00,Chennai,PICKUP,Picked Up,0,Mobile App
EVT0004389,ORD004175,DRV0024,VEH0106,2026-08-12 18:59:00,Salem,DELIVERED,Delivered,0,Driver App
EVT0004390,ORD002899,DRV0171,VEH0036,2026-08-20 20:49:00,Tirunelveli,DELAYED,Delayed,69,GPS Device
EVT0004391,ORD000645,DRV0144,VEH0030,2026-08-11 07:34:00,Salem,DELIVERED,Delivered,0,Warehouse System
EVT0004392,ORD003531,DRV0164,VEH0042,2026-08-05 19:34:00,Erode,DELIVERED,Delivered,0,Mobile App
EVT0004393,ORD000099,DRV0173,VEH0091,2026-08-04 09:04:00,Madurai,DELIVERED,Delivered,0,Warehouse System
EVT0004394,ORD003207,DRV0060,VEH0115,2026-08-01 18:03:00,Vellore,DELIVERED,Delivered,0,GPS Device
EVT0004395,ORD001485,DRV0125,VEH0114,2026-08-16 11:47:00,Erode,DELAYED,Delayed,65,GPS Device
EVT0004396,ORD002141,DRV0041,VEH0012,2026-08-29 06:52:00,Madurai,DELIVERED,Delivered,0,GPS Device
EVT0004397,ORD002833,DRV0102,VEH0191,2026-08-01 10:22:00,Chennai,TRANSIT,In Transit,0,Driver App
EVT0004398,ORD001396,DRV0176,VEH0090,2026-08-10 20:13:00,Coimbatore,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0004399,ORD004659,DRV0079,VEH0062,2026-08-29 05:22:00,Erode,TRANSIT,In Transit,0,GPS Device
EVT0004400,ORD002946,DRV0133,VEH0024,2026-08-31 11:01:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0004401,ORD000734,DRV0106,VEH0045,2026-08-15 01:10:00,Chennai,DELIVERED,Delivered,0,Warehouse System
EVT0004402,ORD000337,DRV0151,VEH0198,2026-08-20 16:40:00,Erode,TRANSIT,In Transit,0,Mobile App
EVT0004403,ORD000880,DRV0166,VEH0063,2026-08-16 03:28:00,Tirunelveli,DELIVERED,Delivered,0,Warehouse System
EVT0004404,ORD001298,DRV0187,VEH0061,2026-08-04 07:52:00,Vellore,TRANSIT,In Transit,0,Warehouse System
EVT0004405,ORD001484,DRV0143,VEH0071,2026-08-17 01:52:00,Trichy,DELIVERED,Delivered,0,Mobile App
EVT0004406,ORD003125,DRV0126,VEH0187,2026-08-02 19:41:00,Erode,TRANSIT,In Transit,0,GPS Device
EVT0004407,ORD001909,DRV0175,VEH0064,2026-08-16 05:32:00,Trichy,DELIVERED,Delivered,0,Mobile App
EVT0004408,ORD002230,DRV0195,VEH0011,2026-08-18 05:04:00,Tirunelveli,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0004409,ORD000471,DRV0192,VEH0144,2026-08-19 10:11:00,Salem,TRANSIT,In Transit,0,Warehouse System
EVT0004410,ORD000427,DRV0169,VEH0098,2026-08-16 19:59:00,Chennai,PICKUP,Picked Up,0,GPS Device
EVT0004411,ORD000595,DRV0125,VEH0077,2026-08-01 15:14:00,Madurai,PICKUP,Picked Up,0,Driver App
EVT0004412,ORD002554,DRV0098,VEH0020,2026-08-18 23:52:00,Salem,DELIVERED,Delivered,0,Driver App
EVT0004413,ORD001661,DRV0041,VEH0066,2026-08-07 05:26:00,Erode,TRANSIT,In Transit,0,Driver App
EVT0004414,ORD004254,DRV0182,VEH0071,2026-08-04 13:59:00,Vellore,TRANSIT,In Transit,0,Mobile App
EVT0004415,ORD003151,DRV0174,VEH0119,2026-08-14 03:51:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0004416,ORD002224,DRV0074,VEH0111,2026-08-02 11:35:00,Salem,OUT_FOR_DELIVERY,Out for Delivery,0,Mobile App
EVT0004417,ORD001052,DRV0076,VEH0103,2026-08-13 22:11:00,Vellore,DELAYED,Delayed,161,GPS Device
EVT0004418,ORD000805,DRV0153,VEH0122,2026-08-17 07:10:00,Vellore,DELIVERED,Delivered,0,Warehouse System
EVT0004419,ORD000834,DRV0140,VEH0080,2026-08-02 14:12:00,Salem,DELAYED,Delayed,17,GPS Device
EVT0004420,ORD004442,DRV0049,VEH0171,2026-08-02 07:31:00,Erode,DELIVERED,Delivered,0,Mobile App
EVT0004421,ORD003817,DRV0163,VEH0064,2026-08-19 05:31:00,Tirunelveli,TRANSIT,In Transit,0,GPS Device
EVT0004422,ORD001151,DRV0061,VEH0175,2026-08-23 08:46:00,Trichy,DELIVERED,Delivered,0,Warehouse System
EVT0004423,ORD000372,DRV0186,VEH0080,2026-08-19 13:44:00,Madurai,DELIVERED,Delivered,0,Driver App
EVT0004424,ORD000752,DRV0180,VEH0195,2026-08-24 18:04:00,Chennai,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0004425,ORD001423,DRV0011,VEH0062,2026-08-03 02:44:00,Erode,PICKUP,Picked Up,0,GPS Device
EVT0004426,ORD003432,DRV0169,VEH0035,2026-08-17 14:57:00,Vellore,PICKUP,Picked Up,0,GPS Device
EVT0004427,ORD003845,DRV0045,VEH0127,2026-08-14 09:02:00,Trichy,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0004428,ORD004516,DRV0162,VEH0153,2026-08-12 10:40:00,Vellore,TRANSIT,In Transit,0,Mobile App
EVT0004429,ORD002678,DRV0065,VEH0058,2026-08-01 14:52:00,Trichy,TRANSIT,In Transit,0,Mobile App
EVT0004430,ORD002793,DRV0083,VEH0069,2026-08-07 16:41:00,Trichy,DELIVERED,Delivered,0,Mobile App
EVT0004431,ORD001549,DRV0195,VEH0055,2026-08-28 22:49:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0004432,ORD001473,DRV0184,VEH0032,2026-08-13 08:27:00,Chennai,TRANSIT,In Transit,0,Warehouse System
EVT0004433,ORD004808,DRV0168,VEH0097,2026-08-29 23:48:00,Tirunelveli,DELAYED,Delayed,90,Driver App
EVT0004434,ORD000851,DRV0076,VEH0110,2026-08-09 13:29:00,Chennai,DELIVERED,Delivered,0,GPS Device
EVT0004435,ORD000321,DRV0122,VEH0110,2026-08-14 15:39:00,Tirunelveli,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0004436,ORD000924,DRV0040,VEH0046,2026-08-17 11:38:00,Madurai,DELIVERED,Delivered,0,Mobile App
EVT0004437,ORD001796,DRV0166,VEH0084,2026-08-25 17:00:00,Vellore,TRANSIT,In Transit,0,Mobile App
EVT0004438,ORD001151,DRV0136,VEH0120,2026-08-24 17:39:00,Vellore,PICKUP,Picked Up,0,GPS Device
EVT0004439,ORD001635,DRV0015,VEH0036,2026-08-31 05:43:00,Chennai,TRANSIT,In Transit,0,Warehouse System
EVT0004440,ORD004937,DRV0060,VEH0174,2026-08-28 15:43:00,Chennai,TRANSIT,In Transit,0,Warehouse System
EVT0004441,ORD000682,DRV0140,VEH0028,2026-08-17 21:25:00,Madurai,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0004442,ORD000267,DRV0070,VEH0094,2026-08-09 17:02:00,Chennai,PICKUP,Picked Up,0,Mobile App
EVT0004443,ORD003508,DRV0196,VEH0145,2026-08-11 12:50:00,Coimbatore,TRANSIT,In Transit,0,GPS Device
EVT0004444,ORD003307,DRV0193,VEH0142,2026-08-23 00:17:00,Chennai,DELIVERED,Delivered,0,Driver App
EVT0004445,ORD000131,DRV0200,VEH0180,2026-08-09 22:31:00,Madurai,DELIVERED,Delivered,0,Driver App
EVT0004446,ORD003153,DRV0153,VEH0091,2026-08-13 15:22:00,Madurai,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0004447,ORD001507,DRV0064,VEH0188,2026-08-31 12:32:00,Coimbatore,DELIVERED,Delivered,0,Warehouse System
EVT0004448,ORD002864,DRV0167,VEH0176,2026-08-06 00:02:00,Chennai,TRANSIT,In Transit,0,Warehouse System
EVT0004449,ORD003931,DRV0108,VEH0073,2026-08-04 19:36:00,Coimbatore,PICKUP,Picked Up,0,Driver App
EVT0004450,ORD002926,DRV0071,VEH0091,2026-08-24 22:42:00,Madurai,DELIVERED,Delivered,0,Warehouse System
EVT0004451,ORD004664,DRV0074,VEH0176,2026-08-31 05:55:00,Vellore,DELIVERY_FAILED,Failed,37,Warehouse System
EVT0004452,ORD003472,DRV0108,VEH0073,2026-08-19 05:11:00,Vellore,TRANSIT,In Transit,0,Mobile App
EVT0004453,ORD003333,DRV0023,VEH0043,2026-08-28 06:29:00,Chennai,DELIVERED,Delivered,0,GPS Device
EVT0004454,ORD004214,DRV0104,VEH0199,2026-08-12 02:08:00,Erode,DELIVERED,Delivered,0,Mobile App
EVT0004455,ORD003598,DRV0042,VEH0044,2026-08-04 03:17:00,Erode,TRANSIT,In Transit,0,GPS Device
EVT0004456,ORD003037,DRV0188,VEH0041,2026-08-26 13:34:00,Coimbatore,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0004457,ORD000915,DRV0144,VEH0041,2026-08-03 13:21:00,Tirunelveli,TRANSIT,In Transit,0,Warehouse System
EVT0004458,ORD001989,DRV0136,VEH0192,2026-08-19 15:41:00,Trichy,TRANSIT,In Transit,0,GPS Device
EVT0004459,ORD002721,DRV0111,VEH0049,2026-08-27 16:01:00,Coimbatore,TRANSIT,In Transit,0,Warehouse System
EVT0004460,ORD002765,DRV0142,VEH0144,2026-08-21 03:18:00,Erode,TRANSIT,In Transit,0,Driver App
EVT0004461,ORD000824,DRV0045,VEH0081,2026-08-02 14:57:00,Trichy,DELAYED,Delayed,26,Driver App
EVT0004462,ORD001980,DRV0197,VEH0060,2026-08-18 12:20:00,Erode,TRANSIT,In Transit,0,Mobile App
EVT0004463,ORD004837,DRV0101,VEH0130,2026-08-02 00:24:00,Tirunelveli,TRANSIT,In Transit,0,Mobile App
EVT0004464,ORD001591,DRV0198,VEH0035,2026-08-13 13:59:00,Tirunelveli,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0004465,ORD004064,DRV0190,VEH0076,2026-08-15 22:13:00,Madurai,DELIVERED,Delivered,0,GPS Device
EVT0004466,ORD004658,DRV0038,VEH0104,2026-08-09 11:39:00,Tirunelveli,DELIVERED,Delivered,0,Warehouse System
EVT0004467,ORD003422,DRV0067,VEH0148,2026-08-10 10:09:00,Vellore,DELIVERED,Delivered,0,Mobile App
EVT0004468,ORD002608,DRV0072,VEH0100,2026-08-29 08:29:00,Chennai,TRANSIT,In Transit,0,Mobile App
EVT0004469,ORD000301,DRV0006,VEH0169,2026-08-26 00:55:00,Salem,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0004470,ORD001938,DRV0186,VEH0075,2026-08-24 12:57:00,Tirunelveli,TRANSIT,In Transit,0,Warehouse System
EVT0004471,ORD001681,DRV0176,VEH0090,2026-08-26 13:09:00,Tirunelveli,DELIVERED,Delivered,0,Driver App
EVT0004472,ORD002870,DRV0140,VEH0139,2026-08-09 11:51:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0004473,ORD004685,DRV0187,VEH0050,2026-08-27 01:25:00,Chennai,TRANSIT,In Transit,0,Warehouse System
EVT0004474,ORD000483,DRV0142,VEH0158,2026-08-19 19:46:00,Tirunelveli,PICKUP,Picked Up,0,Driver App
EVT0004475,ORD001027,DRV0118,VEH0116,2026-08-29 18:20:00,Tirunelveli,DELIVERY_FAILED,Failed,170,Mobile App
EVT0004476,ORD000953,DRV0177,VEH0162,2026-08-05 06:14:00,Coimbatore,DELAYED,Delayed,170,Mobile App
EVT0004477,ORD004578,DRV0164,VEH0099,2026-08-30 10:53:00,Trichy,PICKUP,Picked Up,0,Warehouse System
EVT0004478,ORD002141,DRV0126,VEH0061,2026-08-07 05:47:00,Salem,DELIVERED,Delivered,0,Warehouse System
EVT0004479,ORD004135,DRV0159,VEH0045,2026-08-21 11:49:00,Chennai,TRANSIT,In Transit,0,Driver App
EVT0004480,ORD002378,DRV0062,VEH0144,2026-08-31 20:44:00,Erode,DELIVERED,Delivered,0,GPS Device
EVT0004481,ORD001656,DRV0056,VEH0185,2026-08-27 19:57:00,Coimbatore,TRANSIT,In Transit,0,Mobile App
EVT0004482,ORD004144,DRV0022,VEH0083,2026-08-16 22:39:00,Trichy,DELAYED,Delayed,140,Driver App
EVT0004483,ORD001500,DRV0165,VEH0152,2026-08-17 04:47:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,Mobile App
EVT0004484,ORD001798,DRV0064,VEH0196,2026-08-01 15:09:00,Trichy,TRANSIT,In Transit,0,GPS Device
EVT0004485,ORD002005,DRV0158,VEH0031,2026-08-03 22:30:00,Coimbatore,TRANSIT,In Transit,0,Mobile App
EVT0004486,ORD002691,DRV0020,VEH0026,2026-08-04 03:15:00,Coimbatore,DELIVERED,Delivered,0,Driver App
